IdRumor;PlaceIdPlace;PlaceIdLGAGeo;PlaceState;PlaceStateShort;PlaceLGA;PlaceLGAShort;PlaceIdLGA;PlaceIdPlaceLGA;PlaceLon;PlaceLat;PlaceLocality;PlaceStreet;PlaceTypeOfPlace;PlacePlaceName;ROIdPerson;ROFam;ROFirstName;ROLastName;ROSex;ROOccupation;ROAge;ROBirthDate;ROMaritalState;ROPhone1;ROPhone1Type;ROPhone2;ROPhone2Type;ROEMail;ROIdPlace;ROIdLGAGeo;ROState;ROStateShort;ROLGA;ROLGAShort;ROIdLGA;ROIdPlaceLGA;ROLon;ROLat;ROLocality;ROStreet;ROTypeOfPlace;RumorRemark;IdPerson;Fam;FirstName;LastName;Sex;Occupation;Age;BirthDate;MaritalState;Phone1;Phone1Type;Phone2;Phone2Type;EMail;IdPlace;IdLGAGeo;State;StateShort;LGA;LGAShort;IdLGA;IdPlaceLGA;Lon;Lat;Locality;Street;TypeOfPlace;IdUser;Day;EventDate
24090056;3554;621;Oyo;OY;Ibadan North East;AGG;9;354;7.373662434824155;3.9241275947717593;Omiyale;Adedamola Ojoma Close;Home;;2444;473;Edeosa;Eguavoen;female;fashion designer;52;1962-09-19;widowed (not living common law);+234-806-7865446;mobile;;;e.eguavoen@ebokon.net;3540;621;Oyo;OY;Ibadan North East;AGG;9;340;7.355470884966471;3.9374958224188434;Saka;Jalo Close;Home;This person was standing nearby.;2315;489;Akindela;Iroha;male;waiter (waitress);51;1963-05-12;married (and not separated);+234-708-1102087;mobile;+234-809-4230317;mobile;akindela.iroha@sormas.net;3300;621;Oyo;OY;Ibadan North East;AGG;9;100;7.363764288683397;3.9372453406593793;Olunloyo;Osapa Road;Home;RUO-OY-ZZZ-1;46;2015-07-16
24090056;3554;621;Oyo;OY;Ibadan North East;AGG;9;354;7.373662434824155;3.9241275947717593;Omiyale;Adedamola Ojoma Close;Home;;2444;473;Edeosa;Eguavoen;female;fashion designer;52;1962-09-19;widowed (not living common law);+234-806-7865446;mobile;;;e.eguavoen@ebokon.net;3540;621;Oyo;OY;Ibadan North East;AGG;9;340;7.355470884966471;3.9374958224188434;Saka;Jalo Close;Home;This person was standing nearby.;2450;446;Onyinye;Ohu;male;administrative worker;47;1967-09-17;widowed (not living common law);0705-5986094;mobile;038-3228293;landline;o.ohu@snft.ng;3445;621;Oyo;OY;Ibadan North East;AGG;9;245;7.384841900117161;3.942485651663775;Omiyale;Ejeckam Crescent;Home;RUO-OY-ZZZ-1;46;2015-07-16
24090056;3554;621;Oyo;OY;Ibadan North East;AGG;9;354;7.373662434824155;3.9241275947717593;Omiyale;Adedamola Ojoma Close;Home;;2444;473;Edeosa;Eguavoen;female;fashion designer;52;1962-09-19;widowed (not living common law);+234-806-7865446;mobile;;;e.eguavoen@ebokon.net;3540;621;Oyo;OY;Ibadan North East;AGG;9;340;7.355470884966471;3.9374958224188434;Saka;Jalo Close;Home;This person was standing nearby.;2540;768;Ayeola;Ajilore;female;teacher;26;1989-04-19;married (and not separated);+234-805-2486654;mobile;;;ayeola.ajilore@snft.net;3292;621;Oyo;OY;Ibadan North East;AGG;9;92;7.344707636582951;3.9411064653173127;Olunloyo;Chief Aguma Street;Home;RUO-OY-ZZZ-1;46;2015-07-16
24580031;3628;614;Oyo;OY;Ibarapa North;AYT;10;28;7.592856753417111;3.1455686600877035;Ajibi;Ahorhan Street;Hospital;Kazode Health Post;2701;239;Osezua;Elahor;male;brewer and maltster;56;1959-04-03;divorced (not living common law);+234-806-5824763;mobile;;;osezua.elahor@ebokon.ng;3812;614;Oyo;OY;Ibarapa North;AYT;10;212;7.606802375963033;3.0134115507544488;Aiyete;Obayuwana Str;Home;This person seemed very sick.;2458;50;Oghenetejiri;Igwebuike;male;nurse;62;1953-03-02;married (and not separated);+234-813-9131779;mobile;038-8547623;landline;oghenetejiri.igwebuike@sormas.ng;3456;621;Oyo;OY;Ibadan North East;AGG;9;256;7.362762830712336;3.9338994317991975;Omiyale;Bourdillon Road;Home;RUO-OY-ZZZ-1;29;2015-06-29
24580031;3628;614;Oyo;OY;Ibarapa North;AYT;10;28;7.592856753417111;3.1455686600877035;Ajibi;Ahorhan Street;Hospital;Kazode Health Post;2701;239;Osezua;Elahor;male;brewer and maltster;56;1959-04-03;divorced (not living common law);+234-806-5824763;mobile;;;osezua.elahor@ebokon.ng;3812;614;Oyo;OY;Ibarapa North;AYT;10;212;7.606802375963033;3.0134115507544488;Aiyete;Obayuwana Str;Home;This person was standing nearby.;2626;300;Udensi;Ekpuk;male;pawnbroker;61;1953-07-20;married (and not separated);0705-4397975;mobile;+234-802-4498062;mobile;udensi.ekpuk@sormas.ng;3856;614;Oyo;OY;Ibarapa North;AYT;10;256;7.7479011533745705;3.244615979572991;Awolese;Obadolagbonyi Street;Home;RUO-OY-ZZZ-1;29;2015-06-29
24580031;3628;614;Oyo;OY;Ibarapa North;AYT;10;28;7.592856753417111;3.1455686600877035;Ajibi;Ahorhan Street;Hospital;Kazode Health Post;2701;239;Osezua;Elahor;male;brewer and maltster;56;1959-04-03;divorced (not living common law);+234-806-5824763;mobile;;;osezua.elahor@ebokon.ng;3812;614;Oyo;OY;Ibarapa North;AYT;10;212;7.606802375963033;3.0134115507544488;Aiyete;Obayuwana Str;Home;This person was standing nearby.;2818;366;Adaeze;Olanare;female;disc jockey;55;1960-11-05;married (and not separated);038-9911804;landline;+234-805-3046035;mobile;adaeze.olanare@sormas.ng;3972;614;Oyo;OY;Ibarapa North;AYT;10;372;7.610884326445756;3.0068002642350904;Olojohun;Keffi Road;Home;RUO-OY-ZZZ-1;29;2015-06-29
24600035;3394;621;Oyo;OY;Ibadan North East;AGG;9;194;7.349381264395543;3.9365488108514137;Saka;Divine Favor Street;Hospital;Ririwai Primary Health Centre;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;This person seemed very sick.;2460;663;Attahlerne;Yekini;male;train driver (engine driver);34;1981-01-17;married (and not separated);038-4601921;landline;;;a.yekini@ebokon.ng;3474;621;Oyo;OY;Ibadan North East;AGG;9;274;7.365366943511439;3.9361651273058107;Saka;Chukwuali Crescent;Home;RUO-OY-ZZZ-1;31;2015-07-01
24600035;3394;621;Oyo;OY;Ibadan North East;AGG;9;194;7.349381264395543;3.9365488108514137;Saka;Divine Favor Street;Hospital;Ririwai Primary Health Centre;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;This person was standing nearby.;2308;394;Oshodi;Jibowu;male;school pupil;12;2003-05-20;single (not living common law);0801-9311458;mobile;038-7470563;landline;oshodi.jibowu@sormas.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;RUO-OY-ZZZ-1;31;2015-07-01
24600035;3394;621;Oyo;OY;Ibadan North East;AGG;9;194;7.349381264395543;3.9365488108514137;Saka;Divine Favor Street;Hospital;Ririwai Primary Health Centre;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;This person was standing nearby.;2309;213;Temilore;Agooba;female;service mechanic or repairer;26;1988-10-21;single (not living common law);+234-38-9562310;landline;+234-38-3592640;landline;t.agooba@sormas-n.ng;3244;621;Oyo;OY;Ibadan North East;AGG;9;44;7.35289907322532;3.946835710045753;Madeko;Otunba Osisanjo Street;Home;RUO-OY-ZZZ-1;31;2015-07-01
24600035;3394;621;Oyo;OY;Ibadan North East;AGG;9;194;7.349381264395543;3.9365488108514137;Saka;Divine Favor Street;Hospital;Ririwai Primary Health Centre;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;This person was standing nearby.;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;RUO-OY-ZZZ-1;31;2015-07-01
24600035;3394;621;Oyo;OY;Ibadan North East;AGG;9;194;7.349381264395543;3.9365488108514137;Saka;Divine Favor Street;Hospital;Ririwai Primary Health Centre;2373;125;Jennefer;Rasaki;female;school pupil;13;2001-03-12;single (not living common law);0806-9359577;mobile;+234-801-6606237;mobile;jennefer.rasaki@sormas-n.ng;3541;621;Oyo;OY;Ibadan North East;AGG;9;341;7.365357315460908;3.9341299371180893;Olunloyo;Aninwene Crescent;Home;This person was standing nearby.;2381;453;Oladipo;Okaru;male;school pupil;15;1999-09-14;single (not living common law);0813-8427762;mobile;;;oladipo.okaru@ebokon.edu;3349;621;Oyo;OY;Ibadan North East;AGG;9;149;7.34563044308166;3.923249908893308;Madeko;Barth Road;Home;RUO-OY-ZZZ-1;31;2015-07-01
24770055;2618;331;Kano;KN;Tarauni;TRN;7;218;11.971229039271233;8.55640149810181;Tudun Maliki;Loire Crescent;Home;;1739;712;Chioma;Akarandut;female;microbiologist;38;1976-12-14;divorced (not living common law);+234-705-2541737;mobile;;;chioma.akarandut@ebokon.org;2421;331;Kano;KN;Tarauni;TRN;7;21;11.940851256990518;8.53493882664988;Darmanawa;Ighwre;Home;This person has touched the sick one.;1661;137;Faderera;Anifowoshe;female;police officer;54;1960-07-08;living common law;064-9828597;landline;;;f.anifowoshe@snft.ng;2308;752;Kano;KN;Nassarawa;NSR;6;308;11.997803609718554;8.562655344645023;Tudun Wada;agbonmamwen street;Home;SUO-KN-TRN-1;45;2015-07-15
24770055;2618;331;Kano;KN;Tarauni;TRN;7;218;11.971229039271233;8.55640149810181;Tudun Maliki;Loire Crescent;Home;;1739;712;Chioma;Akarandut;female;microbiologist;38;1976-12-14;divorced (not living common law);+234-705-2541737;mobile;;;chioma.akarandut@ebokon.org;2421;331;Kano;KN;Tarauni;TRN;7;21;11.940851256990518;8.53493882664988;Darmanawa;Ighwre;Home;This person seemed very sick.;2477;705;Osarenren ;Lagelu;male;railway track construction fitter;41;1973-10-18;single (not living common law);038-5184139;landline;;;o.lagelu@sormas-n.com;3500;621;Oyo;OY;Ibadan North East;AGG;9;300;7.364288024217824;3.9370629732915345;Madeko;Ugwueze Road;Home;SUO-KN-TRN-1;45;2015-07-15
24770055;2618;331;Kano;KN;Tarauni;TRN;7;218;11.971229039271233;8.55640149810181;Tudun Maliki;Loire Crescent;Home;;1739;712;Chioma;Akarandut;female;microbiologist;38;1976-12-14;divorced (not living common law);+234-705-2541737;mobile;;;chioma.akarandut@ebokon.org;2421;331;Kano;KN;Tarauni;TRN;7;21;11.940851256990518;8.53493882664988;Darmanawa;Ighwre;Home;This person was standing nearby.;1939;552;Arome;Silva;male;paediatrician;32;1982-11-06;single (not living common law);0801-3980583;mobile;;;arome.silva@sormas-n.org;2422;331;Kano;KN;Tarauni;TRN;7;22;11.964102065693805;8.54145813240813;Daurawa;Universal road;Home;SUO-KN-TRN-1;45;2015-07-15
24770055;2618;331;Kano;KN;Tarauni;TRN;7;218;11.971229039271233;8.55640149810181;Tudun Maliki;Loire Crescent;Home;;1739;712;Chioma;Akarandut;female;microbiologist;38;1976-12-14;divorced (not living common law);+234-705-2541737;mobile;;;chioma.akarandut@ebokon.org;2421;331;Kano;KN;Tarauni;TRN;7;21;11.940851256990518;8.53493882664988;Darmanawa;Ighwre;Home;This person was standing nearby.;1991;734;Ayorogbami;Barka;male;draughtsperson (draughtsman or -woman);52;1963-08-04;divorced (not living common law);+234-805-2200449;mobile;064-2095472;landline;ayorogbami.barka@ebokon.ng;2788;331;Kano;KN;Tarauni;TRN;7;388;11.937276610157518;8.544474132110164;Gra;Asabor Street;Home;SUO-KN-TRN-1;45;2015-07-15
25270037;3411;621;Oyo;OY;Ibadan North East;AGG;9;211;7.364522676523704;3.932678844382015;Akamo;Ogidi Crescent;Home;;2392;542;Ok;Guobadia;male;student;22;1993-03-24;single (not living common law);038-7246642;landline;0807-1776280;mobile;o.guobadia@sormas-n.ng;3447;621;Oyo;OY;Ibadan North East;AGG;9;247;7.378610465915841;3.9454951127088504;Omiyale;Abijade Street;Home;This person has touched the sick one.;2692;526;Kenya;Ogundipe;female;police officer;44;1971-05-03;single (not living common law);+234-38-712090;landline;0802-4512142;mobile;kenya.ogundipe@sormas-n.com;3799;614;Oyo;OY;Ibarapa North;AYT;10;199;7.759266233878053;3.1294695261218735;Obatade;Alhaji Oladipupo Street;Home;SUO-OY-AGG-1;32;2015-07-02
25270037;3411;621;Oyo;OY;Ibadan North East;AGG;9;211;7.364522676523704;3.932678844382015;Akamo;Ogidi Crescent;Home;;2392;542;Ok;Guobadia;male;student;22;1993-03-24;single (not living common law);038-7246642;landline;0807-1776280;mobile;o.guobadia@sormas-n.ng;3447;621;Oyo;OY;Ibadan North East;AGG;9;247;7.378610465915841;3.9454951127088504;Omiyale;Abijade Street;Home;This person seemed very sick.;2527;788;Oladayo;Aluma;male;teacher;40;1975-10-03;separated (not living common law);0818-9888640;mobile;;;oladayo.aluma@sormas.org;3269;621;Oyo;OY;Ibadan North East;AGG;9;69;7.346827370262862;3.9353639792852575;Saka;Kusenla Road;Home;SUO-OY-AGG-1;32;2015-07-02
25270037;3411;621;Oyo;OY;Ibadan North East;AGG;9;211;7.364522676523704;3.932678844382015;Akamo;Ogidi Crescent;Home;;2392;542;Ok;Guobadia;male;student;22;1993-03-24;single (not living common law);038-7246642;landline;0807-1776280;mobile;o.guobadia@sormas-n.ng;3447;621;Oyo;OY;Ibadan North East;AGG;9;247;7.378610465915841;3.9454951127088504;Omiyale;Abijade Street;Home;This person was standing nearby.;2322;673;Adaeze;Ekwensi;female;electrical fitter (electrical mechanic);62;1953-01-24;separated (not living common law);0813-2509010;mobile;;;a.ekwensi@snft.org;3264;621;Oyo;OY;Ibadan North East;AGG;9;64;7.3573266419779575;3.938386080376;Saka;Power Line Street;Home;SUO-OY-AGG-1;32;2015-07-02
25270037;3411;621;Oyo;OY;Ibadan North East;AGG;9;211;7.364522676523704;3.932678844382015;Akamo;Ogidi Crescent;Home;;2392;542;Ok;Guobadia;male;student;22;1993-03-24;single (not living common law);038-7246642;landline;0807-1776280;mobile;o.guobadia@sormas-n.ng;3447;621;Oyo;OY;Ibadan North East;AGG;9;247;7.378610465915841;3.9454951127088504;Omiyale;Abijade Street;Home;This person was standing nearby.;2372;531;Obiora;Mohamed;male;physician;51;1963-11-16;married (and not separated);0802-9147374;mobile;;;obiora.mohamed@sormas.org;3321;621;Oyo;OY;Ibadan North East;AGG;9;121;7.356437957484985;3.930354489297846;Omiyale;Ada Kelvin Street;Home;SUO-OY-AGG-1;32;2015-07-02
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person has touched the sick one.;2529;532;Folaranmi;Iyke;male;soldier;35;1979-04-10;single (not living common law);+234-813-7905552;mobile;+234-706-1325155;mobile;folaranmi.iyke@ebokon.org;3343;621;Oyo;OY;Ibadan North East;AGG;9;143;7.37143328776675;3.9245113189311747;Madeko;Kabiyesi Street;Home;RUO-OY-ZZZ-1;40;2015-07-10
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person seemed very sick.;2527;788;Oladayo;Aluma;male;teacher;40;1975-10-03;separated (not living common law);0818-9888640;mobile;;;oladayo.aluma@sormas.org;3269;621;Oyo;OY;Ibadan North East;AGG;9;69;7.346827370262862;3.9353639792852575;Saka;Kusenla Road;Home;RUO-OY-ZZZ-1;40;2015-07-10
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person was standing nearby.;2289;170;Ivie;Onibiyo;male;police assistant (police clerk);29;1986-01-29;widowed (not living common law);0703-2985682;mobile;;;i.onibiyo@ebokon.com;3221;621;Oyo;OY;Ibadan North East;AGG;9;21;7.346541110345175;3.947164637436389;Akamo;Omosede Eweka Street;Home;RUO-OY-ZZZ-1;40;2015-07-10
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person was standing nearby.;2343;455;Olatunjl;Udechukwu;male;driller;36;1979-12-04;married (and not separated);0802-5432635;mobile;;;o.udechukwu@ebokon.net;3295;621;Oyo;OY;Ibadan North East;AGG;9;95;7.360440954945334;3.9259468275313907;Akamo;Ogunderu Street;Home;RUO-OY-ZZZ-1;40;2015-07-10
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person was standing nearby.;2427;126;Igbudu;Obaje;male;financial analyst;39;1976-03-21;single (not living common law);+234-803-3005672;mobile;+234-802-5494539;mobile;igbudu.obaje@sormas-n.ng;3418;621;Oyo;OY;Ibadan North East;AGG;9;218;7.3560823880525135;3.9341270105427695;Omiyale;Oke Olowogbowo Street;Home;RUO-OY-ZZZ-1;40;2015-07-10
25270049;3331;621;Oyo;OY;Ibadan North East;AGG;9;131;7.379177149688836;3.930916851465339;Olunloyo;Alli-Dogo Street;School;Peace Group Of Schools;2525;292;Ajibade;Kiaga;male;school pupil;15;1999-08-07;single (not living common law);038-7881092;landline;;;ajibade.kiaga@snft.ng;3242;621;Oyo;OY;Ibadan North East;AGG;9;42;7.353529967819588;3.92422032004311;Omiyale;LANE;Home;This person was standing nearby.;2445;156;Abieyuwa;Danmusa;female;nurse;30;1984-10-21;married (and not separated);+234-38-6861537;landline;;;a.danmusa@sormas.edu;3447;621;Oyo;OY;Ibadan North East;AGG;9;247;7.378610465915841;3.9454951127088504;Omiyale;Abijade Street;Home;RUO-OY-ZZZ-1;40;2015-07-10
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person has touched the sick one.;2325;678;Tolani;Lamidi;female;varnisher (painter-varnisher);42;1972-10-28;single (not living common law);+234-803-2177578;mobile;;;t.lamidi@sormas-n.com;3218;621;Oyo;OY;Ibadan North East;AGG;9;18;7.34024363606514;3.9440483449793886;Olunloyo;Bakare Faro Street;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person has touched the sick one.;2719;240;Udoka;Kerry;female;ammunition and explosives operative (munitions worker);64;1951-05-23;single (not living common law);038-5552770;landline;+234-813-6605268;mobile;u.kerry@sormas-n.edu;3984;614;Oyo;OY;Ibarapa North;AYT;10;384;7.688814483484771;3.134248128828084;Atilola Bale;Simeon Akinlolu Crescent;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person seemed very sick.;2537;190;Ibukunoluwa;Diori;female;student;20;1995-12-01;single (not living common law);+234-807-6952316;mobile;+234-803-1280902;mobile;ibukunoluwa.diori@snft.org;3584;621;Oyo;OY;Ibadan North East;AGG;9;384;7.373147480767862;3.9211873003355353;Omiyale;Cassandra St;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person was standing nearby.;2579;638;Ohoma;Oguntokun;female;photographer;54;1961-05-18;widowed (not living common law);+234-38-9339071;landline;;;ohoma.oguntokun@sormas.ng;3645;614;Oyo;OY;Ibarapa North;AYT;10;45;7.687196646088147;3.014618614288941;Igangan;CBN Quarters Road;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person was standing nearby.;2591;762;Osarenren ;Babalola;male;fisherman;35;1980-04-05;married (and not separated);+234-38-3544540;landline;+234-809-4161118;mobile;o.babalola@sormas-n.org;3657;614;Oyo;OY;Ibarapa North;AYT;10;57;7.731218002344853;3.0799692572374635;Okiri;Fontana Close;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person was standing nearby.;2663;712;Udensi;Akarandut;male;ceramic painter (painter of ceramics);17;1997-09-10;single (not living common law);038-5237627;landline;+234-38-5376217;landline;udensi.akarandut@sormas.org;3780;614;Oyo;OY;Ibarapa North;AYT;10;180;7.610238373178346;3.192397457102297;Olurin;Omorinme Johnson Street;Home;SUO-OY-AYT-1;38;2015-07-08
25370045;3748;614;Oyo;OY;Ibarapa North;AYT;10;148;7.648577071540292;2.990508987887501;Alagbado;Eguavon Str;Home;;2606;107;Chibuzoa;Egwuekwe;female;corrosion control fitter;31;1983-12-18;married (and not separated);0706-6322104;mobile;;;chibuzoa.egwuekwe@ebokon.ng;3941;614;Oyo;OY;Ibarapa North;AYT;10;341;7.621037292259956;3.2968215705848283;Ojediran;Layeni Street;Home;This person was standing nearby.;2770;704;Attahlerne;Aniche;male;trainee;15;2000-05-05;single (not living common law);+234-703-4880313;mobile;;;attahlerne.aniche@snft.edu;3861;614;Oyo;OY;Ibarapa North;AYT;10;261;7.677060454589804;3.16404400603959;Aliu;Calvary Street;Home;SUO-OY-AYT-1;38;2015-07-08
25660038;3311;621;Oyo;OY;Ibadan North East;AGG;9;111;7.352064860983924;3.9493166136242115;Olunloyo;Nosakhare Street;Home;;2436;102;Olubowale;Onyema;male;student;18;1996-03-08;single (not living common law);0703-5409139;mobile;;;olubowale.onyema@ebokon.org;3434;621;Oyo;OY;Ibadan North East;AGG;9;234;7.378308820543002;3.9323881964736773;Olunloyo;Mabilla Close;Home;This person seemed very sick.;2566;320;Ibironke;Akinfenwa;female;craft stonemason;35;1979-12-06;divorced (not living common law);0708-1822338;mobile;;;i.akinfenwa@sormas.org;3688;614;Oyo;OY;Ibarapa North;AYT;10;88;7.6523845926148395;2.9832542083586313;Olukotun;Raliatu Street;Home;RUO-OY-ZZZ-1;33;2015-07-03
25660038;3311;621;Oyo;OY;Ibadan North East;AGG;9;111;7.352064860983924;3.9493166136242115;Olunloyo;Nosakhare Street;Home;;2436;102;Olubowale;Onyema;male;student;18;1996-03-08;single (not living common law);0703-5409139;mobile;;;olubowale.onyema@ebokon.org;3434;621;Oyo;OY;Ibadan North East;AGG;9;234;7.378308820543002;3.9323881964736773;Olunloyo;Mabilla Close;Home;This person was standing nearby.;2344;83;Oba Ni Ohun;Ogundana;male;school pupil;13;2001-11-15;single (not living common law);+234-802-7191277;mobile;+234-809-2624434;mobile;oba ni ohun.ogundana@snft.ng;3296;621;Oyo;OY;Ibadan North East;AGG;9;96;7.338814135171062;3.9359016094978867;Saka;Akpo Street;Home;RUO-OY-ZZZ-1;33;2015-07-03
25660038;3311;621;Oyo;OY;Ibadan North East;AGG;9;111;7.352064860983924;3.9493166136242115;Olunloyo;Nosakhare Street;Home;;2436;102;Olubowale;Onyema;male;student;18;1996-03-08;single (not living common law);0703-5409139;mobile;;;olubowale.onyema@ebokon.org;3434;621;Oyo;OY;Ibadan North East;AGG;9;234;7.378308820543002;3.9323881964736773;Olunloyo;Mabilla Close;Home;This person was standing nearby.;2478;493;Kelechi;Azikwe;male;school pupil;14;2000-01-07;single (not living common law);038-1028544;landline;;;k.azikwe@ebokon.ng;3353;621;Oyo;OY;Ibadan North East;AGG;9;153;7.3650879684725306;3.932326023567121;Akamo;Ilukwe Street;Home;RUO-OY-ZZZ-1;33;2015-07-03
